annualGrammy,awardFor,awardType,category,name
58,Glen Campbell: I'll Be Me,Individual,Best Compilation Soundtrack For Visual Media,Glen Campbell: I'll Be Me
58,Birdman,Individual,Best Score Soundtrack For Visual Media,Birdman
58,Glory,Individual,Best Song Written For Visual Media,Glory
58,The Afro Latin Jazz Suite,Individual,Best Instrumental Composition,The Afro Latin Jazz Suite
58,Dance Of The Sugar Plum Fairy,Individual,"Best Arrangement, Instrumental or A Cappella",Dance Of The Sugar Plum Fairy
58,Sue (Or In A Season Of Crime),Individual,"Best Arrangement, Instruments and Vocals",Sue (Or In A Season Of Crime)
58,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys,Individual,Best Recording Package,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys
58,"The Rise & Fall Of Paramount Records, Volume Two (1928-32)",Individual,Best Boxed Or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume Two (1928-32)"
58,"Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced",Individual,Best Album Notes,"Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced"
58,The Basement Tapes Complete: The Bootleg Series Vol. 11,Individual,Best Historical Album,The Basement Tapes Complete: The Bootleg Series Vol. 11
58,Sound & Color,Individual,"Best Engineered Album, Non-Classical",Sound & Color
58,Jeff Bhasker,Individual,"Producer Of The Year, Non-Classical",Jeff Bhasker
58,Uptown Funk (Dave Audé Remix),Individual,Best Remixed Recording,Uptown Funk (Dave Audé Remix)
58,Amused To Death,Individual,Best Surround Sound Album,Amused To Death
58,Ask Your Mama,Individual,"Best Engineered Album, Classical",Ask Your Mama
58,Judith Sherman,Individual,"Producer Of The Year, Classical",Judith Sherman
58,Shostakovich: Under Stalin's Shadow - Symphony No. 10,Individual,Best Orchestral Performance,Shostakovich: Under Stalin's Shadow - Symphony No. 10
58,Ravel: L'Enfant Et Les Sortilèges; Shéhérazade,Individual,Best Opera Recording,Ravel: L'Enfant Et Les Sortilèges; Shéhérazade
58,Rachmaninoff: All-Night Vigil,Individual,Best Choral Performance,Rachmaninoff: All-Night Vigil
58,Filament,Individual,Best Chamber Music/Small Ensemble Performance,Filament
58,"Dutilleux: Violin Concerto, L'Arbre Des Songes",Individual,Best Classical Instrumental Solo,"Dutilleux: Violin Concerto, L'Arbre Des Songes"
58,Joyce & Tony - Live From Wigmore Hall,Individual,Best Classical Solo Vocal Album,Joyce & Tony - Live From Wigmore Hall
58,Paulus: Three Places Of Enlightenment; Veil Of Tears & Grand Concerto,Individual,Best Classical Compendium,Paulus: Three Places Of Enlightenment; Veil Of Tears & Grand Concerto
58,Paulus: Prayers & Remembrances,Individual,Best Contemporary Classical Composition,Paulus: Prayers & Remembrances
58,Bad Blood,Work,Best Music Video,Taylor Swift
58,Amy,Work,Best Music Film,Amy Winehouse
59,Hello,Work,Record Of The Year,Adele
59,25,Work,Album Of The Year,Adele
59,Hello,Work,Song Of The Year,Adele Adkins
59,Chance The Rapper,Work,Best New Artist,Chance The Rapper
59,Hello,Work,Best Pop Solo Performance,Adele
59,Stressed Out,Work,Best Pop Duo/Group Performance,Twenty One Pilots
59,Summertime: Willie Nelson Sings Gershwin,Work,Best Traditional Pop Vocal Album,Willie Nelson
59,25,Work,Best Pop Vocal Album,Adele
59,Don't Let Me Down,Work,Best Dance Recording,The Chainsmokers
59,Skin,Individual,Best Dance/Electronic Album,Skin
59,Culcha Vulcha,Individual,Best Contemporary Instrumental Album,Culcha Vulcha
59,Blackstar,Work,Best Rock Performance,David Bowie
59,Dystopia,Individual,Best Metal Performance,Dystopia
59,Blackstar,Work,Best Rock Song,David Bowie
59,Tell Me I'm Pretty,Work,Best Rock Album,Cage The Elephant
59,Blackstar,Work,Best Alternative Music Album,David Bowie
59,Cranes In The Sky,Individual,Best R&B Performance,Cranes In The Sky
59,Angel,Work,Best Traditional R&B Performance,Lalah Hathaway
59,Lake By The Ocean,Individual,Best R&B Song,Lake By The Ocean
59,Lemonade,Work,Best Urban Contemporary Album,Beyoncé
59,Lalah Hathaway Live,Work,Best R&B Album,Lalah Hathaway
59,No Problem,Work,Best Rap Performance,Chance The Rapper
59,Hotline Bling,Work,Best Rap/Sung Performance,Drake
59,Hotline Bling,Work,Best Rap Song,Aubrey Graham
59,Coloring Book,Work,Best Rap Album,Chance The Rapper
59,My Church,Work,Best Country Solo Performance,Maren Morris
59,Jolene,Work,Best Country Duo/Group Performance,Pentatonix
59,Humble And Kind,Individual,Best Country Song,Humble And Kind
59,A Sailor's Guide To Earth,Work,Best Country Album,Sturgill Simpson
59,White Sun II,Individual,Best New Age Album,White Sun II
59,I’m So Lonesome I Could Cry,Individual,Best Improvised Jazz Solo,I’m So Lonesome I Could Cry
59,Take Me To The Alley,Individual,Best Jazz Vocal Album,Take Me To The Alley
59,Country For Old Men,Individual,Best Jazz Instrumental Album,Country For Old Men
59,Presidential Suite: Eight Variations On Freedom,Individual,Best Large Jazz Ensemble Album,Presidential Suite: Eight Variations On Freedom
59,Tribute To Irakere: Live In Marciac,Individual,Best Latin Jazz Album,Tribute To Irakere: Live In Marciac
59,God Provides,Work,Best Gospel Performance/Song,Kirk Franklin
59,Thy Will,Individual,Best Contemporary Christian Music Performance/Song,Thy Will
59,Losing My Religion,Work,Best Gospel Album,Kirk Franklin
59,Love Remains,Individual,Best Contemporary Christian Music Album,Love Remains
59,Hymns,Individual,Best Roots Gospel Album,Hymns
59,Un Besito Más,Individual,Best Latin Pop Album,Un Besito Más
59,iLevitable,Individual,"Best Latin Rock, Urban or Alternative Album",iLevitable
59,"Un Azteca En El Azteca, Vol. 1 (En Vivo)",Individual,Best Regional Mexican Music Album (Including Tejano),"Un Azteca En El Azteca, Vol. 1 (En Vivo)"
59,Donde Están?,Individual,Best Tropical Latin Album,Donde Están?
59,House Of Mercy,Individual,Best American Roots Performance,House Of Mercy
59,Kid Sister,Work,Best American Roots Song,Vince Gill
59,This Is Where I Live,Individual,Best Americana Album,This Is Where I Live
59,Coming Home,Individual,Best Bluegrass Album,Coming Home
59,Porcupine Meat,Individual,Best Traditional Blues Album,Porcupine Meat
59,The Last Days Of Oakland,Individual,Best Contemporary Blues Album,The Last Days Of Oakland
59,Undercurrent,Individual,Best Folk Album,Undercurrent
59,E Walea,Individual,Best Regional Roots Music Album,E Walea
59,Ziggy Marley,Work,Best Reggae Album,Ziggy Marley
59,Sing Me Home,Work,Best World Music Album,Yo-Yo Ma
59,Infinity Plus One,Individual,Best Children's Album,Infinity Plus One
59,"In Such Good Company: Eleven Years Of Laughter, Mayhem, And Fun In The Sandbox",Individual,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)","In Such Good Company: Eleven Years Of Laughter, Mayhem, And Fun In The Sandbox"
59,Talking For Clapping,Individual,Best Comedy Album,Talking For Clapping
59,The Color Purple,Work,Best Musical Theater Album,Jennifer Hudson
59,Miles Ahead,Individual,Best Compilation Soundtrack For Visual Media,Miles Ahead
59,Star Wars: The Force Awakens,Work,Best Score Soundtrack For Visual Media,John Williams
59,Can't Stop The Feeling!,Work,Best Song Written For Visual Media,Justin Timberlake
59,Spoken At Midnight,Individual,Best Instrumental Composition,Spoken At Midnight
59,You And I,Individual,"Best Arrangement, Instrumental or A Cappella",You And I
59,Flintstones,Individual,"Best Arrangement, Instruments and Vocals",Flintstones
59,Blackstar,Individual,Best Recording Package,Blackstar
59,Edith Piaf 1915-2015,Individual,Best Boxed Or Special Limited Edition Package,Edith Piaf 1915-2015
59,Sissle And Blake Sing Shuffle Along,Individual,Best Album Notes,Sissle And Blake Sing Shuffle Along
59,"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Collector's Edition)",Individual,Best Historical Album,"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Collector's Edition)"
59,Blackstar,Work,"Best Engineered Album, Non-Classical",David Bowie
59,Greg Kurstin,Individual,"Producer Of The Year, Non-Classical",Greg Kurstin
59,Tearing Me Up (RAC Remix),Individual,Best Remixed Recording,Tearing Me Up (RAC Remix)
59,"Dutilleux: Sur Le Même Accord; Les Citations; Mystère De L'instant & Timbres, Espace, Mouvement",Individual,Best Surround Sound Album,"Dutilleux: Sur Le Même Accord; Les Citations; Mystère De L'instant & Timbres, Espace, Mouvement"
59,Corigliano: The Ghosts Of Versailles,Individual,"Best Engineered Album, Classical",Corigliano: The Ghosts Of Versailles
59,David Frost,Work,"Producer Of The Year, Classical",David Frost
59,"Shostakovich: Under Stalin's Shadow - Symphonies Nos. 5, 8 & 9",Individual,Best Orchestral Performance,"Shostakovich: Under Stalin's Shadow - Symphonies Nos. 5, 8 & 9"
59,Corigliano: The Ghosts Of Versailles,Work,Best Opera Recording,Blanton Alspaugh
59,"Penderecki Conducts Penderecki, Volume 1",Individual,Best Choral Performance,"Penderecki Conducts Penderecki, Volume 1"
59,Steve Reich,Individual,Best Chamber Music/Small Ensemble Performance,Steve Reich
59,Daugherty: Tales Of Hemingway,Individual,Best Classical Instrumental Solo,Daugherty: Tales Of Hemingway
59,Schumann & Berg,Individual,Best Classical Solo Vocal Album,Schumann & Berg
59,Daugherty: Tales Of Hemingway; American Gothic; Once Upon A Castle,Individual,Best Classical Compendium,Daugherty: Tales Of Hemingway; American Gothic; Once Upon A Castle
59,Daugherty: Tales Of Hemingway,Individual,Best Contemporary Classical Composition,Daugherty: Tales Of Hemingway
59,Formation,Work,Best Music Video,Beyoncé
59,The Beatles: Eight Days A Week The Touring Years,Individual,Best Music Film,The Beatles: Eight Days A Week The Touring Years
60,24K Magic,Work,Record Of The Year,Bruno Mars
60,24K Magic,Work,Album Of The Year,Bruno Mars
60,That's What I Like,Work,Song Of The Year,Bruno Mars
60,Alessia Cara,Work,Best New Artist,Alessia Cara
60,Shape Of You,Work,Best Pop Solo Performance,Ed Sheeran
60,Feel It Still,Work,Best Pop Duo/Group Performance,Portugal. The Man
60,Tony Bennett Celebrates 90,Individual,Best Traditional Pop Vocal Album,Tony Bennett Celebrates 90
60,÷ (Divide),Work,Best Pop Vocal Album,Ed Sheeran
60,Tonite,Work,Best Dance Recording,LCD Soundsystem
60,3-D The Catalogue,Work,Best Dance/Electronic Album,Kraftwerk
60,Prototype,Work,Best Contemporary Instrumental Album,Jeff Lorber
60,You Want It Darker,Work,Best Rock Performance,Leonard Cohen
60,Sultan’s Curse,Work,Best Metal Performance,Mastodon
60,Run,Work,Best Rock Song,Foo Fighters
60,A Deeper Understanding,Work,Best Rock Album,The War On Drugs
60,Sleep Well Beast,Work,Best Alternative Music Album,The National
60,That's What I Like,Work,Best R&B Performance,Bruno Mars
60,Redbone,Work,Best Traditional R&B Performance,Childish Gambino
60,That's What I Like,Work,Best R&B Song,Bruno Mars
60,Starboy,Work,Best Urban Contemporary Album,The Weeknd
60,24K Magic,Work,Best R&B Album,Bruno Mars
60,HUMBLE.,Work,Best Rap Performance,Kendrick Lamar
60,LOYALTY.,Work,Best Rap/Sung Performance,Kendrick Lamar
60,HUMBLE.,Work,Best Rap Song,Kendrick Lamar
60,DAMN.,Work,Best Rap Album,Kendrick Lamar
60,Either Way,Work,Best Country Solo Performance,Chris Stapleton
60,Better Man,Work,Best Country Duo/Group Performance,Little Big Town
60,Broken Halos,Work,Best Country Song,Chris Stapleton
60,From A Room: Volume 1,Work,Best Country Album,Chris Stapleton
60,Dancing On Water,Work,Best New Age Album,Peter Kater
60,Miles Beyond,Work,Best Improvised Jazz Solo,John McLaughlin
60,Dreams And Daggers,Work,Best Jazz Vocal Album,Cécile McLorin Salvant
60,Rebirth,Work,Best Jazz Instrumental Album,Billy Childs
60,Bringin' It,Work,Best Large Jazz Ensemble Album,Christian McBride
60,Jazz Tango,Work,Best Latin Jazz Album,Pablo Ziegler
60,Never Have To Be Alone,Work,Best Gospel Performance/Song,CeCe Winans
60,What A Beautiful Name,Individual,Best Contemporary Christian Music Performance/Song,What A Beautiful Name
60,Let Them Fall In Love,Work,Best Gospel Album,CeCe Winans
60,Chain Breaker,Work,Best Contemporary Christian Music Album,Zach Williams
60,Sing It Now: Songs Of Faith & Hope,Work,Best Roots Gospel Album,Reba McEntire
60,El Dorado,Work,Best Latin Pop Album,Shakira
60,Residente,Work,"Best Latin Rock, Urban or Alternative Album",Residente
60,Arriero Somos Versiones Acústicas,Work,Best Regional Mexican Music Album (Including Tejano),Aida Cuevas
60,Salsa Big Band,Work,Best Tropical Latin Album,Rubén Blades
60,Killer Diller Blues,Work,Best American Roots Performance,Alabama Shakes
60,If We Were Vampires,Work,Best American Roots Song,Jason Isbell
60,The Nashville Sound,Work,Best Americana Album,Jason Isbell
60,Laws Of Gravity,Work,Best Bluegrass Album,The Infamous Stringdusters
60,Blue & Lonesome,Work,Best Traditional Blues Album,The Rolling Stones
60,TajMo,Work,Best Contemporary Blues Album,Taj Mahal
60,Mental Illness,Work,Best Folk Album,Aimee Mann
60,Kalenda,Work,Best Regional Roots Music Album,Lost Bayou Ramblers
60,Stony Hill,Work,Best Reggae Album,"Damian ""Jr. Gong"" Marley"
60,Shaka Zulu Revisited: 30th Anniversary Celebration,Work,Best World Music Album,Ladysmith Black Mambazo
60,Feel What U Feel,Work,Best Children's Album,Lisa Loeb
60,The Princess Diarist,Individual,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",The Princess Diarist
60,The Age Of Spin & Deep In The Heart Of Texas,Work,Best Comedy Album,Dave Chappelle
60,Dear Evan Hansen,Work,Best Musical Theater Album,Benj Pasek
60,La La Land,Individual,Best Compilation Soundtrack For Visual Media,La La Land
60,La La Land,Work,Best Score Soundtrack For Visual Media,Justin Hurwitz
60,How Far I'll Go,Work,Best Song Written For Visual Media,Lin-Manuel Miranda
60,Three Revolutions,Work,Best Instrumental Composition,Chucho Valdés
60,Escapades For Alto Saxophone And Orchestra From Catch Me If You Can,Work,"Best Arrangement, Instrumental or A Cappella",John Williams
60,Putin,Work,"Best Arrangement, Instruments and Vocals",Randy Newman
60,El Orisha De La Rosa,Work,Best Recording Package,Claudio Roncoli
60,The Voyager Golden Record: 40th Anniversary Edition,Work,Best Boxed Or Special Limited Edition Package,Lawrence Azerrad
60,Live At The Whisky A Go Go: The Complete Recordings,Work,Best Album Notes,Lynell George
60,Leonard Bernstein - The Composer,Work,Best Historical Album,Robert Russ
60,24K Magic,Work,"Best Engineered Album, Non-Classical",Bruno Mars
60,Greg Kurstin,Individual,"Producer Of The Year, Non-Classical",Greg Kurstin
60,You Move (Latroit Remix),Work,Best Remixed Recording,Dennis White
60,Early Americans,Work,Best Surround Sound Album,Jim Anderson
60,Shostakovich: Symphony No. 5; Barber: Adagio,Work,"Best Engineered Album, Classical",Mark Donahue
60,David Frost,Individual,"Producer Of The Year, Classical",David Frost
60,Shostakovich: Symphony No. 5; Barber: Adagio,Work,Best Orchestral Performance,Manfred Honeck
60,Berg: Wozzeck,Work,Best Opera Recording,Hans Graf
60,Bryars: The Fifth Century,Work,Best Choral Performance,Donald Nally
60,Death & The Maiden,Work,Best Chamber Music/Small Ensemble Performance,Patricia Kopatchinskaja
60,Transcendental,Work,Best Classical Instrumental Solo,Daniil Trifonov
60,Crazy Girl Crazy,Work,Best Classical Solo Vocal Album,Barbara Hannigan
60,"Higdon: All Things Majestic, Viola Concerto & Oboe Concerto",Work,Best Classical Compendium,Giancarlo Guerrero
60,Viola Concerto,Individual,Best Contemporary Classical Composition,Viola Concerto
60,HUMBLE.,Work,Best Music Video,Kendrick Lamar
60,The Defiant Ones,Individual,Best Music Film,The Defiant Ones
61,This Is America,Work,Record Of The Year,Childish Gambino
61,Golden Hour,Work,Album Of The Year,Kacey Musgraves
61,This Is America,Work,Song Of The Year,Ludwig Göransson
61,Dua Lipa,Individual,Best New Artist,Dua Lipa
61,Joanne (Where Do You Think You're Goin'?),Work,Best Pop Solo Performance,Lady Gaga
61,Shallow,Work,Best Pop Duo/Group Performance,Lady Gaga
61,My Way,Work,Best Traditional Pop Vocal Album,Willie Nelson
61,Sweetener,Work,Best Pop Vocal Album,Ariana Grande
61,Electricity,Work,Best Dance Recording,Silk City
61,Woman Worldwide,Work,Best Dance/Electronic Album,Justice
61,Steve Gadd Band,Work,Best Contemporary Instrumental Album,Steve Gadd Band
61,When Bad Does Good,Work,Best Rock Performance,Chris Cornell
61,Electric Messiah,Work,Best Metal Performance,High On Fire
61,Masseduction,Work,Best Rock Song,Jack Antonoff
61,From The Fires,Work,Best Rock Album,Greta Van Fleet
61,Colors,Work,Best Alternative Music Album,Beck
61,Best Part,Work,Best R&B Performance,H.E.R.
61,Bet Ain't Worth The Hand,Work,Best Traditional R&B Performance,Leon Bridges
61,Boo'd Up,Work,Best R&B Song,Larrance Dopson
61,Everything Is Love,Work,Best Urban Contemporary Album,The Carters
