Year,Artist,Title,URL,TrackId,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Album,Image,Explicit,Popularity,Preview
1959,Dinah Washington,What A Diff'rence A Day Makes,https://open.spotify.com/track/66iKqUazBbTlAEjcZrpDkD,66iKqUazBbTlAEjcZrpDkD,0.925,0.387,151867.0,0.117,0.000171,0.0,0.109,-17.803,1.0,0.0299,93.575,4.0,0.166,What A Diff'rence A Day Makes! (Expanded Edition),https://i.scdn.co/image/77eb7c17cafe55036947d4ed050d761433698b1d,False,55.0,
1959,The Kingston Trio,The Kingston Trio At Large,https://open.spotify.com/track/6msyplBXp6sna4soLMFiOD,6msyplBXp6sna4soLMFiOD,0.513,0.365,180040.0,0.371,0.0,6.0,0.0557,-10.066,1.0,0.0271,170.284,3.0,0.48,Kingston Trio At Large,https://i.scdn.co/image/e458aef2416a98bcdbb6b06c0e8cfcc95fea8703,False,15.0,
1959,"Peter Ustinov (Herbert von Karajan, cond.)",Peter And The Wolf,https://open.spotify.com/track/3HkmkidrOKxUZSmxssIsv8,3HkmkidrOKxUZSmxssIsv8,0.675,0.493,42893.0,0.0249,0.993,3.0,0.57,-32.122,1.0,0.0446,114.786,4.0,0.111,Prokofiev: Peter and the Wolf / Britten: Young Person's Guide To Orchestra / Saint-Saens: Carnival,https://i.scdn.co/image/123479fc893b87f5f190e017e8b3f1580fc1f70c,False,32.0,https://p.scdn.co/mp3-preview/7f00d39b2c617c84068f916297b4f2f891c57d26?cid=bca78196e824433fbdf88ec18d84825f
1959,"Robert Russell Bennett, conductor","Victory At Sea, Vol. I",,,,,,,,,,,,,,,,,,,,
1959,David Seville,Alvin's Harmonica,,,,,,,,,,,,,,,,,,,,
1959,Harry Belafonte,Belafonte At Carnegie Hall,,,,,,,,,,,,,,,,,,,,
1959,"Howard Mitchell, conductor",Shostakovich: Symphony No. 5,https://open.spotify.com/track/15pXxLv625xPX49iWYotbQ,15pXxLv625xPX49iWYotbQ,0.88,0.404,455133.0,0.254,0.783,7.0,0.664,-14.698,0.0,0.224,121.359,4.0,0.116,Shostakovich: Symphony No. 5 • Symphony No. 9,https://i.scdn.co/image/c2c7fd785dfb9a95288c3e7242e465c95156de3e,False,3.0,https://p.scdn.co/mp3-preview/ed15cb9295386bf9642c8c7e068b13f4130e7a5e?cid=bca78196e824433fbdf88ec18d84825f
1960,Percy Faith & His Orchestra,The Theme From A Summer Place,https://open.spotify.com/track/2kKL5kk4On8YRSKWDgXWMX,2kKL5kk4On8YRSKWDgXWMX,0.631,0.466,144893.0,0.389,0.843,5.0,0.295,-12.825,1.0,0.0253,92.631,4.0,0.749,Percy Faith'S Greatest Hits,https://i.scdn.co/image/456ca5cb1d48fd128c84930e73e40df31f608d54,False,51.0,https://p.scdn.co/mp3-preview/df5fb79fbf462e34529670d8e023fe6650087f3f?cid=bca78196e824433fbdf88ec18d84825f
1960,Bob Newhart,The Button-Down Mind Of Bob Newhart,https://open.spotify.com/track/4YHf4svSWmYncMUipyFYEw,4YHf4svSWmYncMUipyFYEw,0.957,0.512,412200.0,0.866,0.0,3.0,0.883,-10.12,0.0,0.903,121.782,4.0,0.294,Behind The Button-Down Mind Of Bob Newhart,https://i.scdn.co/image/87a7df826e390a6fcf7c9cf630495da2d394033d,False,10.0,https://p.scdn.co/mp3-preview/cd28842aba49a30aea32923515e4baefa3ea796b?cid=bca78196e824433fbdf88ec18d84825f
1960,"Ernest Gold, songwriter (Ernest Gold)",Theme From Exodus,https://open.spotify.com/track/4pKUJwmq9mYcs1KNUsqAHH,4pKUJwmq9mYcs1KNUsqAHH,0.857,0.477,176760.0,0.231,0.497,2.0,0.0638,-11.842,0.0,0.0259,98.226,4.0,0.246,All-Time Great Movie Themes,https://i.scdn.co/image/a3ddf817b1cf69461e12d7883e5beb54475d58ee,False,30.0,
1960,,Mack The Knife,https://open.spotify.com/track/0YTgZJfVLmJ0b8XAMZKRKg,0YTgZJfVLmJ0b8XAMZKRKg,0.76,0.549,184333.0,0.529,0.0,3.0,0.206,-12.291,0.0,0.108,82.755,4.0,0.464,The Ultimate Bobby Darin,https://i.scdn.co/image/46452be8110d1885a917391230e6d89efdc0069c,False,57.0,https://p.scdn.co/mp3-preview/e8b0f9dfca9fd213711a72271025bcb8014e4a13?cid=bca78196e824433fbdf88ec18d84825f
1960,Ella Fitzgerald,Mack The Knife - Ella In Berlin,https://open.spotify.com/track/7549epm7P9NV1zTMfKBI8m,7549epm7P9NV1zTMfKBI8m,0.697,0.568,313707.0,0.628,0.0,8.0,0.488,-10.244,1.0,0.106,140.897,4.0,0.551,Mack The Knife: Ella In Berlin,https://i.scdn.co/image/8403f1a7989baebbfd597954a100b5e47cc3e20a,False,32.0,
1960,,Georgia On My Mind,https://open.spotify.com/track/48DLgVj7tHhpl9Wl2iaRIu,48DLgVj7tHhpl9Wl2iaRIu,0.996,0.541,221210.0,0.0132,0.95,5.0,0.115,-20.743,1.0,0.0429,75.065,4.0,0.154,Clark Younger,https://i.scdn.co/image/fe04832f02f1285477b235a178b229a1f445390a,False,57.0,https://p.scdn.co/mp3-preview/6b0598546f3a1935c86dec093b22b604946cac76?cid=bca78196e824433fbdf88ec18d84825f
1960,Ray Charles,The Genius Of Ray Charles,https://open.spotify.com/track/1IV8T9xWxJc0tSEFJit25F,1IV8T9xWxJc0tSEFJit25F,0.66,0.585,171773.0,0.454,0.0,7.0,0.586,-9.366,1.0,0.288,103.573,4.0,0.654,The Genius Of Ray Charles,https://i.scdn.co/image/9f904ab0cd2fc42842703dac592e064b7f556a04,False,46.0,https://p.scdn.co/mp3-preview/6e3ada5fb0073f8fd2a26284163e3c9db079c16d?cid=bca78196e824433fbdf88ec18d84825f
1960,Henry Mancini,Mr. Lucky,https://open.spotify.com/track/7K4jIdktbuOlTPEdVCVv4J,7K4jIdktbuOlTPEdVCVv4J,0.0598,0.421,132627.0,0.241,0.879,0.0,0.144,-18.01,1.0,0.0323,121.434,4.0,0.258,Greatest Hits - The Best of Henry Mancini,https://i.scdn.co/image/5d5e9d7f3779b1aad914053449a552056c987c8e,False,24.0,https://p.scdn.co/mp3-preview/7b90da12bd33a9dd960e4b31c397207b20bba64f?cid=bca78196e824433fbdf88ec18d84825f
1960,,Dance With Basie,,,,,,,,,,,,,,,,,,,,
1960,Eydie Gorme & Steve Lawrence,We Got Us,https://open.spotify.com/track/7IyPLeU1miWpgHV6qYsCbU,7IyPLeU1miWpgHV6qYsCbU,0.791,0.642,76138.0,0.542,0.0,7.0,0.227,-8.492,0.0,0.0712,124.791,4.0,0.928,Golden Rainbow Featuring Steve Lawrence & Eydie Gorme (The Original Broadway Cast Recording) [Digitally Remastered],https://i.scdn.co/image/ae38000d7b9ce9acd51d464b8ae7bed272f02c6f,False,0.0,https://p.scdn.co/mp3-preview/1768efce5995b2792ef32d58aa140dc62c3d0847?cid=bca78196e824433fbdf88ec18d84825f
1960,Norman Luboff Choir,Songs Of The Cowboy,https://open.spotify.com/track/0Sb1f6vloZ0hWxY6iepgTw,0Sb1f6vloZ0hWxY6iepgTw,0.966,0.594,69813.0,0.133,3.06e-05,0.0,0.0828,-12.713,1.0,0.281,162.731,4.0,0.371,Lift Me into Heaven Slowly: Songs of Libby Larsen,https://i.scdn.co/image/a323f860d0072033f408ad1505a9fab6c3e4a072,False,2.0,https://p.scdn.co/mp3-preview/380b5a4a10bbf40bf0f4db941d62d6105061b27c?cid=bca78196e824433fbdf88ec18d84825f
1960,André Previn,West Side Story,https://open.spotify.com/track/26VfKYQsFLsnmcPepVnwGJ,26VfKYQsFLsnmcPepVnwGJ,0.977,0.487,258908.0,0.00406,0.522,11.0,0.0962,-31.716,1.0,0.0644,130.885,4.0,0.0639,Symphonic Dances from West Side Story: II. Somewhere (Arr. for 2 Pianos & Percussion),https://i.scdn.co/image/0196f0ba61a390cd0582a5b3c93b83f44b5ca21d,False,5.0,https://p.scdn.co/mp3-preview/2b4c9b258aa53356b9b71e2a0a5d06a05fd1b721?cid=bca78196e824433fbdf88ec18d84825f
